ID,name,product_type,skin_type,price,rating
5285,Studio Fix Fluid SPF 15,Liquid,sensitive,59.0,1.6
5286,Studio Careblend,Pressed Powder,oily,38.5,2.5
5287,Studio Fix Powder Plus,Pressed Powder,sensitive,36.9,3.2
5288,Fit Me Liquid Foundation,Liquid,sensitive,27.2,1.6
5289,Pressed Powder,Pressed Powder,oily,72.1,2.5
5290,Concealer,Concealer,oily,130.8,2.7
5291,Loose,Loose Powder,sensitive,43.4,3.1
5292,Body Butter,Powder,sensitive,148.7,2.4
5293,Xplosive Top Coat,Nail Color,oily,123.7,1.3
5294,Nail Lacquer,Nail Color,dry,94.8,3.3
5295,Lightshow Luminizing Powder,Cheek Palette,oily,138.3,2.5
5296,Illuminating Eye Colour,Powder,oily,127.1,4.1
5297,Caviar Stick,Pencil,sensitive,138.8,1.4
5298,Colour Chameleon Eyeshadow Pencil,Powder,sensitive,66.9,2.2
5299,Skin Perfection CC CrÃ¨me SPF 30,Cream,oily,125.1,2.4
5300,Smarty Plants CC SPF 20 Skin Complexion Corrector,BB Cream,dry,19.7,2.3
5301,10 HR Wear Perfection Foundation,Liquid,oily,65.5,1.4
5302,Hydra Life BB CrÃ¨me Broad SpectruM SPF 30,BB Cream,dry,112.2,3.1
5303,Chinese Licorice Anti-Aging Color Correction CC Cream,BB Cream,oily,111.3,0
5304,Camera Ready BB Cream SPF 35,BB Cream,sensitive,76.3,0.9
5305,Amazonian Clay Full Coverage Airbrush Foundation,Loose Powder,dry,148.7,2.7
5306,Dual Finish Versatile Powder Makeup,Pressed Powder,oily,84.8,2.9
5307,Teint Visionnaire Skin Correcting Makeup Duo,Liquid,dry,75.7,2.8
5308,Perfection Mist Airbrush Foundation,Liquid,oily,13.7,0.8
5309,Americana Custom Coverage Concentrate,Liquid,oily,84.2,3.1
5311,Perfection Powder Featherweight Foundation,Pressed Powder,dry,67.6,2.0
5312,Teint Couture Long-Wearing Compact Foundation SPF 10 PA++,Pressed Powder,oily,76.4,2.6
5313,CC Cream Time Release Tinted Treatment SPF 30,Tinted Moisturizer,oily,74.8,2.3
5320,Teint Couture Long-Wearing Fluid Foundation Broad Spectrum SPF 20,Liquid,sensitive,109.7,2.9
5321,Sheer and Perfect Foundation SPF 18,Liquid,sensitive,103.7,1.9
5322,DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30,BB Cream,sensitive,72.5,1.0
5323,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,BB Cream,oily,86.7,2.1
5338,BB Cream Broad Spectrum SPF 35,BB Cream,sensitive,128.4,1.9
5339,Liquid Lift Foundation,Liquid,oily,92.7,2.7
5340,Luminous Moisturizing Treatment Foundation,Liquid,dry,141.1,1.8
5341,Cococin Cream Compact,Cream,sensitive,51.3,3.0
5342,Air Buffed BB CrÃ¨me Complete Coverage Makeup Broad Spectrum SPF 20 Sunscreen,BB Cream,dry,121.8,2.8
5343,Quercetin & Oak Antiageing Foundation,Liquid,oily,95.5,2.2
5344,IllumiKate CC Cream Broad Spectrum SPF 50+,BB Cream,oily,89.8,1.5
5345,Maestro Foundation,Liquid,oily,100.5,2.2
5346,Tenue de Perfection,Liquid,sensitive,81.7,3.2
5347,READY Touch Up Veil Broad Spectrum SPF 15,Pressed Powder,sensitive,149.3,2.2
5348,Parure de Lumiere,Liquid,dry,66.9,2.5
5349,Prep + Prime BB Beauty Balm SPF 35,BB Cream,sensitive,122.7,3.4
5350,Prep + Prime BB Beauty Balm Compact SPF 30,Cream,sensitive,58.5,2.0
5351,READY Foundation Broad Spectrum SPF 20,Pressed Powder,sensitive,34.5,3.1
5352,Maestro Fusion Compact Foundation SPF 25,Cream,sensitive,78.5,2.3
5353,Traceless Foundation,Liquid,dry,13.0,2.4
5354,Finishing Powder,Pressed Powder,oily,28.7,4.0
5355,Instant Concealer,Liquid,dry,22.3,1.7
5356,Youth Liberator Serum Foundation,Liquid,dry,48.5,3.0
5357,Traceless Foundation Stick,Cream,dry,28.4,2.9
5358,Intense Powder Camo,Pressed Powder,sensitive,120.8,2.4
5359,Velvet Touch Foundation,Cream,oily,143.9,2.7
5360,Luminous Foundation,Liquid,sensitive,137.8,3.2
5361,Smart Shade Mousse Makeup,Cream,dry,49.6,2.8
5362,Clean Whipped CrÃ¨me Foundation,Cream,dry,45.2,3.4
5363,Magic Nude Liquid Powder Bare Skin Perfecting Makeup,Liquid,dry,140.7,1.3
5364,Fit Me Shine Free Foundation,Cream,sensitive,28.4,1.7
5365,Les Voilettes Translucent Compact Powder,Pressed Setting,dry,95.4,2.1
5366,Parfumerie Scented Nail Enamel,Nail Color,sensitive,139.1,2.3
5367,Tonite Lights Glitter Dust,Powder,dry,13.2,1.7
5368,Metallic Glow Lustrous Lip Shine,Lipgloss,dry,43.4,2.8
5369,Classic Cream Lipstick,Lipstick,dry,21.0,3.2
5370,Holiday 2013 Set,Makeup Palette,oily,23.1,2.4
5371,Smoke and Define Double-Ended Eyeliner,Liquid,dry,82.2,1.8
5372,Lash Domination,Thickening,dry,35.2,1.6
5373,Pro Finish Multi-Use Powder Foundation,Pressed Powder,oily,65.6,3.1
5374,Full-Bodied Lipstick Set 2013,Lip Palette,dry,133.1,2.5
5375,Face & Body Luminizer,Cheek Palette,oily,36.3,1.4
5376,The Luminizer,Powder,oily,79.9,1.4
5377,Gold Dust Colour Riche Nail Colour,Nail Color,oily,129.2,1.9
5378,Color Elixir Lip Color,Lipgloss,oily,35.0,3.2
5379,Nail Color,Nail Color,sensitive,132.1,2.7
5380,Clearly Liquid Glitter Base,Tools,dry,16.7,2.8
5381,Linear 1 Brush,Eye,oily,124.0,2.7
5382,Oval 3 Brush,Eye,sensitive,47.5,1.7
5383,Oval 6 Brush,Face,sensitive,113.4,4.8
5384,Fergie Nail Color,Nail Color,sensitive,41.9,2.5
5385,Luminous Hydrating Body Cream,Cream,dry,78.9,3.3
5386,Kissing Lipstick,Lipstick,oily,121.5,1.4
5387,Infinite Matte,Liquid,sensitive,33.1,2.6
5388,Holiday 2013 iPhone Palette,Makeup Palette,oily,22.3,2.5
5389,Lip Lustre,Liquid,dry,36.8,2.0
5390,Amazonian Butter Lipstick,Lipstick,oily,80.8,2.9
5391,Powder Blush,Loose,sensitive,29.4,2.8
5392,Eye Palette,Eye Palette,dry,37.8,3.5
5393,Glossy Lip Color,Lipgloss,oily,26.2,2.0
5394,Lipstick CS Refill,Lipstick,sensitive,108.2,2.9
5395,ColorBurst Lacquer Balm,Lipstick,dry,30.9,2.7
5396,â€œUnâ€ Cover-Up,Cream,oily,126.1,1.8
5397,Sweethearts Perfect Flush Blush,Powder,sensitive,109.7,1.6
5398,Lock-It Tattoo Liquid Foundation,Liquid,sensitive,34.4,2.1
5399,Lock-It Tatoo Concealer,Liquid,oily,107.8,2.7
5400,Sun Protection Liquid Foundation SPF 42,Liquid,dry,46.6,2.8
5401,Sun Protection Compact SPF 34 PA+++,Pressed Powder,oily,48.4,2.3
5402,Bulletproof Brows,Cream,oily,72.2,1.4
5403,Small Palette,Tools,dry,20.1,3.7
5404,Dome Palette,Tools,oily,130.3,2.1
5405,Pro Palette,Tools,sensitive,97.8,2.9
5406,Large Palette,Tools,oily,142.8,2.0
5407,4U Palette,Tools,dry,21.4,1.5
5408,Living Luminizer,Cream,oily,121.0,3.3
5409,Sparkling Top Coat Mascara,Mascara,dry,94.1,2.0
5410,Full Face Collection 2013,Makeup Palette,dry,61.7,1.5
5411,Marvelous Moxie Lipstick,Lipstick,oily,66.4,3.1
5412,Eyecolor Set 2013,Eye Palette,sensitive,148.1,2.6
5413,Satin Eye Color,Powder,oily,24.1,2.2
5414,Huggable Lipcolour,Lipstick,sensitive,34.6,3.1
5415,READY Convertible Eyeshadow Palette,Eye Palette,dry,125.8,1.6
5416,The Celestial Skin Liquid Illuminating Emulsion,Liquid,oily,89.7,2.6
5417,Highlighting Palette,Powder,oily,99.2,2.5
5418,Meteorites Bubble Blush,Cream,sensitive,63.1,1.6
5419,Meteorites Powder For the Face,Loose,dry,27.8,3.0
5420,Meteorites Powder Brush,Face,oily,42.2,2.2
5421,Mineralize Eyeshadow Quad,Eye Palette,oily,140.4,2.9
5422,Brilliant Shine Lip Gloss,Lipgloss,oily,144.5,1.7
5423,Power Lip,Lipgloss,oily,15.9,3.8
5424,Lip Intense Liquid Color,Liquid,oily,95.1,3.0
5425,Anti-Feathering Lipliner,Pencil,dry,129.5,2.3
5426,Brow & Eye Highlighters,Pencil,sensitive,52.3,2.9
5427,Brow Shaping Clear Gel,Gel,oily,114.8,2.5
5428,Brow Shaping Clear Wax,Wax,dry,48.3,1.9
5429,Eye Tech Perfection Liquid Liner,Liquid,dry,19.9,2.7
5430,Gold Label Nail Lacquer,Nail Color,oily,108.9,2.5
5431,Gloss Volupte,Lipgloss,oily,111.7,2.4
5432,Face Collector Palette,Powder,dry,104.6,2.7
5433,Eye Collector Palette,Eye Palette,dry,27.9,1.7
5434,Mascara Volume Effet Faux Cils,Dramatic,oily,47.0,3.4
5435,Rouge Volupte,Lipstick,dry,28.9,3.3
5436,Dessin du Regard Crayon Yeux Waterproof,Pencil,oily,33.1,2.0
5437,Color Icon 5-Pan Eyeshadow Palette,Eye Palette,oily,71.0,2.5
5438,Natural Mineral Foundation,Mineral,sensitive,107.7,1.5
5439,Pressed Mineral Foundation,Pressed Powder,oily,92.5,3.0
5440,Mineral Radiance CrÃ¨me Powder Foundation,Cream,dry,78.4,4.3
5441,Liquid Mineral Foundation,Liquid,sensitive,90.8,2.4
5442,Mineral Radiance Moisture Tint,Tinted Moisturizer,dry,60.3,0
5443,Ultimate Concealer,Concealer,dry,75.6,2.6
5444,Mineral Rice Setting Powder,Loose Powder,sensitive,83.7,3.5
5445,Pressed Mineral Rice Powder,Pressed Powder,sensitive,50.4,2.4
5446,Hi-Definition Hydrating Mineral Perfecting Powder,Loose Powder,oily,62.9,2.9
5447,Stay Matte Liquid Mousse Foundation,Liquid,sensitive,29.5,1.4
5448,Wake Me Up Make Up Foundation,Liquid,dry,15.4,3.1
5449,Wake Me Up Concealer,Liquid,sensitive,80.0,1.3
5450,Match Perfection Foundation,Liquid,sensitive,57.0,1.5
5451,CC Cream,Liquid,dry,119.0,3.9
5452,Miracle Touch Liquid Illusion Foundation,Cream,oily,129.1,3.9
5453,Outlast Stay Fabulous 3-in-1 Foundation,Liquid,sensitive,29.9,2.9
5454,Nearly Naked Makeup,Liquid,sensitive,61.9,2.1
5455,Nearly Naked Pressed Powder,Pressed Powder,dry,109.2,2.8
5456,Smart Skin Face Fluid,Liquid,oily,46.6,2.8
5457,Liquid Foundation,Liquid,oily,117.0,0.5
5458,Loose Mineral Foundation,Mineral,oily,28.8,3.4
5459,Ultimate Pure Perfection Liquid Mineral Foundation,Liquid,sensitive,101.8,1.2
5460,Compressed Mineral Foundation,Pressed Powder,dry,81.4,3.1
5461,Anti-Aging Mineral Mystique Hydrating Concealer,Concealer,sensitive,125.0,3.3
5462,Mineral Eraser,Concealer,dry,52.6,2.6
5463,Rouge Volupte Shine,Lipstick,sensitive,74.0,2.7
5464,L'Homme,Fragrance,dry,77.5,3.8
5465,Lâ€™Homme,Fragrance,dry,17.4,2.6
5466,L'Homme Libre,Fragrance,oily,28.9,3.4
5467,Lâ€™Homme Libre,Fragrance,oily,50.8,2.5
5468,Volupte Sheer Candy - Glossy Balm Crystal Color,Tinted,sensitive,87.8,1.9
5469,Volupte Sheer Candy â€“ Glossy Balm Crystal Color,Tinted,sensitive,48.2,3.1
5470,Mascara Volume Effet Faux Cils Babydoll,Volumizing,oily,147.9,2.4
5471,Mascara Volume Effet Faux Cils Shocking - Voluminous Mascara for a False Lash Effect,Volumizing,dry,129.1,2.1
5472,Mascara Volume Effet Faux Cils Shocking â€“ Voluminous Mascara for a False Lash Effect,Volumizing,sensitive,64.0,0
5473,Rouge Pur Couture SPF15 Lipstick,Lipstick,dry,11.4,2.3
5474,Manifesto,Fragrance,dry,24.8,2.7
5475,Creme De Blush - Soft Blush,Cream,sensitive,12.4,3.1
5476,Creme De Blush â€“ Soft Blush,Cream,oily,135.1,0
5477,Golden Gloss â€“ Shimmering Lip Gloss,Lipgloss,oily,107.1,0
5478,Mascara Volume Effet Faux Cils Waterproof Luxurious Mascara,Dramatic,oily,129.9,0
5479,La Nuit De L'Homme,Fragrance,sensitive,104.0,0
5480,La Nuit De Lâ€™Homme,Fragrance,dry,124.4,0
5481,Liquid Eyeliner MoirÃ©,Liquid,dry,65.0,0
5482,Parisienne,Fragrance,sensitive,54.0,2.7
5483,Eyeliner Effet Faux Cils - Long-Wear Cream Eyeliner,Cream,oily,31.7,3.5
5484,Eyeliner Effet Faux Cils â€“ Long-Wear Cream Eyeliner,Cream,dry,96.3,3.1
5485,Opium,Fragrance,sensitive,101.7,1.4
5488,Soin Pinceau Eclat Instantane - Top Secrets Flash Radiance Skincare Brush,Face,dry,103.7,0
5489,Blush Radiance - Radiant Blush,Powder,dry,29.1,0
5490,Blush Radiance â€“ Radiant Blush,Powder,dry,103.2,0
5491,Top Secrets Flash Touch Wake-Up Eyecare,Pen,dry,54.7,0
5492,Soin Pinceau Eclat Instantane - Top Secrets Pore Refining Skincare Brush,Face,oily,47.1,0
5493,L'Homme Deodorant,Deodorant,dry,32.8,0
5494,Foundation Brush,Face,oily,139.9,0
5495,L'Homme Cologne Gingembre,Fragrance,dry,78.8,0
5496,Instant Eye Make-up Remover,Makeup Remover,sensitive,95.0,0
5497,Dessin Des Levres - Lip Liner,Pencil,sensitive,136.9,0
5498,Dessin Des Levres â€“ Lip Liner,Pencil,dry,147.2,0
5499,Toning & Cleansing Micellar Water,Makeup Remover,oily,137.9,0
5500,Touche Eclat Rain Strass Edition,Pen,oily,17.7,0
5501,Eyeliner Effet Faux Cils Shocking - Bold Felt-Tip Eyeliner Pen,Felt-Tip,sensitive,139.0,0
5502,Eyeliner Effet Faux Cils Shocking â€“ Bold Felt-Tip Eyeliner Pen,Felt-Tip,oily,144.9,2.9
5503,Crayon Yeux Haute Tenue - Long-Lasting Eye Pencil,Pencil,dry,61.6,3.5
5504,Crayon Yeux Haute Tenue â€“ Long-Lasting Eye Pencil,Pencil,sensitive,81.2,2.8
5505,Cream Eyeliner Brush,Eye,oily,73.1,2.0
5506,Belle D'Opium,Fragrance,oily,40.3,2.0
5507,Belle Dâ€™Opium,Fragrance,sensitive,131.4,2.8
5508,Pure Chromatics - 4 Wet & Dry Eye Shadows,Eye Palette,sensitive,125.5,2.7
5509,Pure Chromatics â€“ 4 Wet & Dry Eye Shadows,Eye Palette,dry,104.9,2.2
5510,Eyeshadow,Powder,sensitive,20.4,2.7
5511,Ombres 5 Lumieres - 5 Colour Harmony For Eyes,Eye Palette,dry,100.3,2.9
5512,Ombres 5 Lumieres â€“ 5 Colour Harmony For Eyes,Eye Palette,oily,26.1,2.0
5513,Loose Setting Powder,Loose Setting,oily,115.5,3.6
5514,Eye Basics,Eye,oily,63.1,0.3
5515,Baked Blush Bronze Compact,Powder,dry,79.4,2.3
5516,Lip Glace,Lipgloss,dry,38.2,1.8
5517,Smooth Focus Pressed Setting Powder - Shine Control,Pressed,oily,84.0,2.3
5518,Second Skin Cheek Colour,Powder,sensitive,61.6,2.0
5519,Eyebrow Pencil,Pencil,oily,31.2,2.2
5520,CrÃ¨me Smooth Lip Colour,Lipstick,oily,138.0,2.0
5521,HydraTint SPF 15,Tinted,oily,46.8,2.0
5522,Kohl Eye Pencil,Pencil,sensitive,49.3,1.4
5523,Flawless Skin Daily Face Shield SPF 40,Sunscreen,oily,127.9,3.3
5524,Full Blown Volume Lash Building Mascara,Dramatic,dry,102.2,2.6
5525,Flawless Skin Mega Moisturizer SPF 15 - Normal/Dry Skin,Cream,sensitive,12.8,2.9
5526,Stick Gloss,Tinted,oily,50.0,2.7
5527,Secret Brightening Powder,Loose Setting,oily,127.8,3.0
5528,Tightline Cake Eye Liner,Powder,dry,149.5,3.2
5529,Shimmer Bloc,Powder,oily,42.3,3.7
5530,Bronzing Pressed Powder,Powder,sensitive,104.2,3.1
5531,Long Lash Mascara,Lengthening,dry,29.4,2.7
5532,Baked Eye Colour - Wet/Dry,Baked,dry,58.2,2.4
5533,Baked Eye Colour â€“ Wet/Dry,Baked,dry,90.7,2.7
5534,Flawless Skin Repair CrÃ¨me,Cream,oily,13.3,2.3
5535,Almond Coconut SoufflÃ© Body CrÃ¨me,Cream,sensitive,47.9,1.2
5536,Lip Colour - Sheer, Lipstick,oily,53.4,1.6
5537,Lip Colour â€“ Sheer,Lipstick,oily,100.8,2.6
5539,Faux Lash Mascara,Dramatic,dry,80.1,2.1
5540,CrÃ¨me BrÃ»lÃ©e SoufflÃ© Body CrÃ¨me,Cream,dry,95.0,3.1
5541,Invisible Loose Setting Powder,Loose Setting,sensitive,57.0,1.6
5542,Secret Finish Mattifying,Face,sensitive,54.7,1.9
5543,Flawless Skin Repair Eye CrÃ¨me,Eye Cream,oily,74.0,1.7
5544,Lip Plumper,Plumping,dry,122.1,2.2
5545,CrÃ¨me Eye Liner,Cream,sensitive,14.0,2.3
5546,Flawless Skin Purifying Cleansing Oil,Makeup Remover,sensitive,118.6,3.9
5547,Almond Coconut Body Butter,Cream,dry,85.3,3.0
5548,Mineral Finishing Powder,Loose Finishing,sensitive,52.5,2.9
5549,Lip Balm,Lip Balm,dry,125.4,2.2
5551,Flawless Skin Oil-Free Foaming One-Step Cleanser,Makeup Remover,oily,45.6,3.5
5553,Lip Colour - Shimmer,Lipstick,dry,148.3,2.7
5554,Lip Colour â€“ Shimmer,Lipstick,sensitive,66.6,1.5
5555,Velour Puff,Tools,oily,26.4,3.2
5556,Flawless Skin Mega Moisturizer SPF 15 - Normal/Combination Skin,Cream,oily,73.7,3.0
5558,Flawless Skin Dual-Action Eye Makeup Remover Oil-Free,Makeup Remover,sensitive,67.4,2.7
5559,Flawless Skin Repair Day CrÃ¨me SPF 15,Cream,sensitive,140.5,0.4
5560,All Over Eye Colour Brush,Eye,dry,150.0,2.5
5561,Secret Camouflage Brush,Face,oily,39.5,3.5
5562,Angled Eye Liner Brush,Eye,dry,138.4,2.4
5563,Ambre VanillÃ© Scrub,Exfoliators & Scrubs,sensitive,97.4,2.5
5564,Flawless Skin Repair Oil-Free Day Lotion SPF 15,Cream,sensitive,99.1,1.8
5566,Face Brush,Face,sensitive,69.9,3.2
5567,Flawless Skin Lip Silk,Lip Balm,dry,43.9,1.6
5568,Smoky Eyeliner Brush,Eye,oily,90.7,3.0
5569,Lip Colour - CrÃ¨me,Lipstick,sensitive,52.2,1.6
5570,Lip Colour â€“ CrÃ¨me,Lipstick,oily,106.5,2.7
5571,Almond Coconut Milk Hand CrÃ¨me,Hands & Nails,dry,23.4,2.1
5573,Fan Powder Brush,Face,dry,28.1,2.1
5574,Mineral Illuminating Powder,Loose Finishing,sensitive,69.7,2.6
5575,Tone Perfecting Eye Gel CrÃ¨me,Eye Cream,oily,93.9,2.4
5576,Flawless Skin One-Step Cleanser,Makeup Remover,sensitive,59.6,3.2
5577,Fresh Fig Hand CrÃ¨me,Hands & Nails,dry,70.7,3.4
5578,Tightline Activator,Tools,dry,141.9,3.1
5579,CrÃ¨me BrÃ»lÃ©e Body Butter,Cream,sensitive,55.2,1.9
5580,Flawless Skin Perfecting Water Moisture Mist,Facial Mist,sensitive,128.8,3.4
5581,Fresh Fig Scrub,Exfoliators & Scrubs,dry,70.6,1.7
5582,Camouflage Powder Brush,Face,sensitive,11.2,1.5
5585,Almond Coconut Milk Scrub,Exfoliators & Scrubs,oily,116.5,3.6
5588,Custom Eye Compact,Eyeshadow Palette,oily,93.6,1.9
5589,CrÃ¨me BrÃ»lÃ©e Hand CrÃ¨me,Hands & Nails,sensitive,22.7,0.9
5590,CrÃ¨me de Pistache Hand CrÃ¨me,Hands & Nails,dry,140.3,1.7
5591,Custom Compact 6 Well,Eyeshadow Palette,oily,140.0,3.3
5592,CrÃ¨me de Pistache Body Butter,Cream,oily,133.1,3.0
5595,Body Bronzing Makeup,Liquid,sensitive,26.3,2.5
5596,Lip Stain,Pot,sensitive,60.5,2.6
5597,CrÃ¨me BrÃ»lÃ©e Sugar Scrub,Exfoliators & Scrubs,sensitive,85.8,2.7
5598,CrÃ¨me de Pistache Eau de Toilette Spray,Fragrance,oily,131.7,2.5
5600,CrÃ¨me de Pistache SoufflÃ© Body CrÃ¨me,Cream,oily,135.3,1.9
5601,Fresh Fig Body Butter,Cream,sensitive,107.6,2.8
5602,Fresh Fig Eau Gourmande Spray,Fragrance,dry,76.9,1.9
5603,Luster Eye Colour,Powder,dry,136.6,2.5
5604,Sequin Eye Colour,Powder,dry,101.4,1.9
5605,Bonne Mine - Healthy Glow For Face & Cheeks CrÃ¨me Colour Palette,Cheek Palette,oily,37.9,3.5
5606,Bonne Mine â€“ Healthy Glow For Face & Cheeks CrÃ¨me Colour Palette,Cheek Palette,dry,120.3,2.3
5607,Bronzer,Powder,oily,140.0,2.0
5608,Blush,Powder,dry,73.6,3.1
5609,Cool Classics Colour Compact,Eye Palette,dry,30.7,1.7
5610,Eyeshadow,Eyeshadow,sensitive,104.9,2.7
5611,Eye Liner,Powder,sensitive,90.9,3.0
5612,Shimmering Neutrals Eye Trio,Eye Palette,dry,101.1,2.1
5613,Bronzing Duo,Cheek Palette,dry,106.2,2.0
5614,Free Spirit Baked Eye Colour Palette,Eye Palette,sensitive,120.0,4.2
5615,Eyebrow Kit,Powder,dry,30.9,2.9
5617,Advanced Therapy Triple Smoothing Body Lotion,Cream,dry,106.7,2.6
5618,Sparkle Skin Body Exfoliating Cream,Exfoliators & Scrubs,oily,81.1,2.7
5619,Natural Radiance Bronzer,Powder,dry,66.1,2.0
5620,Mineral Glow Pearls,Powder,sensitive,102.0,2.0
5621,Liquid Eyeliner,Glitter,dry,13.8,3.5
5622,MegaEyes CrÃ¨me Liner,Cream,sensitive,69.1,2.8
5623,LashBlast Mascara,Volumizing,sensitive,64.0,2.7
5624,Instant Age Rewind Double Face Perfector,Liquid,oily,88.9,0.9
5625,Minerals Compact Makeup,Pressed Powder,oily,138.2,2.0
5626,Smooth Skin Loose Powder,Loose Setting,dry,49.7,2.5
5628,All Soft Shampoo,Shampoo,oily,22.1,2.9
5629,Moist Shampoo,Shampoo,sensitive,76.6,3.2
5630,Daily Clarifying Shampoo,Shampoo,oily,127.0,2.8
5631,Gentle Dry Shampoo with Oat Milk,Shampoo,dry,122.9,2.4
5632,Dry Shampoo,Shampoo,sensitive,16.6,3.2
5633,Spray de Mode,Hair Spray,sensitive,43.0,2.7
5634,Tres Two Hair Spray,Hair Spray,sensitive,46.6,2.3
5635,Bamboo Smooth Anti-Breakage Thermal Protectant Spray,Treatment,sensitive,144.2,2.4
5636,Thermal Creations Heat Tamer Spray,Treatment,sensitive,120.9,1.6
5637,Smooth Sphere Lip Balm,Lip Balm,oily,24.9,1.7
5638,Tinted Lip Balm,Tinted,sensitive,122.3,1.4
5639,Insta-Dri,Fast Dry Coat,sensitive,19.2,2.4
5640,Seche Vite,Top Coat,sensitive,123.8,1.8
5641,Lemon Butter Cuticle Cream,Treatment,dry,118.5,1.0
5642,Strengthening Nail Polish Remover,Polish Remover,oily,23.6,2.4
5643,Wipes,Wipe,dry,18.2,2.7
5644,Daily Facial Cleanser,Liquid,sensitive,94.7,2.5
5645,Enzyme Cleansing Gel,Gel,oily,149.0,2.8
5646,Foam Cleanser,Foaming,dry,74.0,1.6
5647,Foaming Face Wash,Foaming,oily,30.0,3.2
5648,Regenerist Thermal Mini-Peel,Facial Exfoliator,dry,113.2,1.3
5649,Grease Relief Face Tonic,Toner,oily,108.0,2.1
5650,Tea Tree Water,Toner,dry,81.8,2.5
5651,Complete All Day UV Defense Moisture Lotion,Lotion,oily,43.0,1.9
5652,UV Plus HP Broad Spectrum SPF 40 Sunscreen Multi-Protection,Cream,oily,105.9,2.4
5653,Ultra Sheer Dry Touch Sunscreen,Cream,sensitive,123.2,2.4
5654,Eyelash Curler,Eyelash Curler,sensitive,27.2,2.9
5655,CeramicTI Tourmaline Curling Iron,Hair Tools,oily,85.8,1.6
5656,IV Styler,Hair Tools,sensitive,140.9,2.8
5657,Shine Therapy Flat Iron,Hair Tools,dry,42.9,2.8
5658,Slanted Soft-Touch Tweezers,Tweezers,sensitive,98.0,2.8
5659,Rare Earth Deep Pore Cleansing Masque,Mask,oily,16.0,3.0
5661,ExfoliKate Intensive Exfoliating Treatment,Facial Exfoliator,oily,128.4,1.8
5662,Lavender Sugar Bubbling Scrub,Exfoliators & Scrubs,dry,102.8,2.6
5663,Intense Therapy Lip Balm SPF 25,Lip Balm,sensitive,95.6,1.9
5665,Oil-Free Eye Makeup Remover,Makeup Remover,sensitive,88.5,2.6
5666,Rare Earth Deep Pore Daily Cleanser,Facial Exfoliator,dry,98.1,2.7
5667,Blush Brush,Face,dry,65.7,0
5668,Soft-Pressed Powder Blusher,Powder,sensitive,21.4,0
5669,Blushwear Cream Stick,Cream,sensitive,102.6,2.9
5670,Fresh Bloom Allover Colour,Powder,sensitive,88.3,2.8
5671,Blushing Blush Powder Blush,Powder,oily,128.1,2.3
5672,Bronzer/Blender Brush,Face,dry,109.5,3.6
5673,Up-lighting Liquid Illuminator,Liquid,sensitive,70.9,2.8
5674,True Bronze Pressed Powder Bronzer,Powder,oily,87.6,1.7
5675,High Impact Mascara,Dramatic,oily,43.0,2.1
5676,Extreme Volume Mascara,Volumizing,dry,101.3,3.5
5677,High Impact Waterproof Mascara,Dramatic,sensitive,121.3,2.0
5678,Lash Doubling Mascara,Lengthening,oily,60.6,3.3
5679,Naturally Glossy Mascara,Natural,sensitive,128.6,1.9
5680,High Lengths Mascara,Lengthening,dry,28.9,0
5681,Lash Power Mascara,Natural,sensitive,55.1,1.1
5683,Bottom Lash Mascara,Natural,oily,30.3,2.2
5684,Almost Lipstick,Lipstick,dry,74.4,3.2
5685,Chubby Stick Intense Moisturizing Lip Colour Balm,Pencil,oily,50.4,2.3
5686,Chubby Stick Moisturizing Lip Colour Balm,Pencil,dry,84.6,2.5
5687,Long Last Lipstick,Lipstick,dry,141.2,2.7
5688,Butter Shine Lipstick,Lipstick,oily,144.6,1.1
5689,High Impact Lip Colour,Lipstick,dry,13.6,2.0
5690,Lip Brush,Lip,sensitive,65.8,2.2
5691,Different Lipstick,Lipstick,sensitive,10.2,2.0
5692,Long Last Glosswear,Lipgloss,dry,80.0,1.5
5693,Superbalm Moisturizing Gloss,Lipgloss,oily,46.2,3.5
5694,Quickliner for Lips,Pencil,oily,69.0,1.5
5695,A Different Nail Enamel,Nail Color,sensitive,133.7,1.5
5696,Instant Lift For Brows,Pencil,oily,138.7,3.0
5697,Superfine Liner for Brows,Pencil,oily,50.8,3.8
5698,Brow Shaper,Powder,dry,44.8,2.6
5699,Brow Keeper,Pencil,sensitive,109.5,2.8
5700,Quickliner for Eyes,Pencil,sensitive,66.4,2.3
5701,Brush-On Cream Liner,Gel,sensitive,48.4,1.8
5702,Water-Resistant Eyeliner,Powder,dry,119.9,2.7
5703,Kohl Shaper for Eyes,Pencil,oily,21.3,3.1
5704,Eye Definer Brush,Eye,sensitive,35.8,2.6
5705,Eyeliner Brush,Eye,dry,46.1,3.9
5706,Eye Defining Liquid Liner,Liquid,dry,56.2,2.7
5707,Cream Shaper for Eyes,Pencil,oily,45.7,3.9
5708,Touch Base for Eyes,Eye,dry,62.4,1.5
5709,All About Shadow,Powder,dry,94.5,3.1
5716,All About Shadow Quad,Eye Palette,sensitive,57.8,3.5
5710,All About Shadow Primer for Eyes,Eye,oily,105.5,2.7
5711,Eye Shadow Brush,Eye,oily,116.6,1.8
5712,Eye Contour Brush,Eye,dry,57.2,2.2
5713,Eye Shader Brush,Eye,dry,84.2,2.4
